"","Title","Author","Year","Abstract"
"149","Molecular cloning of a novel widely expressed human 80 kDa 17 beta-hydroxysteroid dehydrogenase IV.","Adamski, Normand, Leenders, Monté, Begue, Stéhelin, Jungblut, de Launoit","1995","Reactions of oestrogens and androgens at position C-17 are catalysed by 17 beta-hydroxysteroid dehydrogenases (17 beta-HSDs). Cloning of the cDNA of a novel human 17 beta-HSD IV and expression of its mRNA are described. A probe derived from the recently discovered porcine 17 beta-oestradiol dehydrogenase (17 beta-EDH) was used to isolate a 2.6 kb human cDNA encoding a continuous protein of 736 amino acids of high (84%) similarity to the porcine 17 beta-EDH. The calculated molecular mass of the human enzyme is 79,595 Da. Other sequence similarities shared by the two enzymes are: an N-terminal sequence which is similar to that of members of the short-chain alcohol dehydrogenase family; amino acids 343-607 which are similar to the C-terminal domains of a trifunctional Candida tropicalis enzyme and the FOX2 gene product of Saccharomyces cerevisiae; amino acids 596-736 which are similar to human sterol carrier protein 2. The previously cloned human 17 beta-HSD I, II and III are less than 25% identical with 17 beta-HSD IV. mRNA for HSD IV is a single species of 3.0 kb, present in many tissues with highest concentrations in liver, heart, prostate and testes. When over-expressed in mammalian cells, the human 17 beta-HSD IV enzyme displays a specific unidirectional oxidative 17 beta-HSD activity."
"150","Protein analysis on a genomic scale.","Jungblut, Wittmann-Liebold","1995","Methods for protein analysis, such as chromatography, electrophoresis, enzyme tests, receptor assays and immunological tests, have always been aimed in a classical reductionistic manner at investigating single proteins isolated from the complex protein composition of biological compartments. The complexity of the protein composition in biological systems was first visualized by two-dimensional electrophoresis (2-DE). Using 2-DE like a molecular microscope, protein variations between different biological situations may be detected by subtractive 2-DE analyses. Combining 2-DE with microsequencing, amino acid analysis and mass spectrometry protein spots on 2-DE gels may be identified. The sequence information can be used to find the gene. However, by 2-DE not only single protein changes can be detected and investigated on the gene level, but also complex changes of many proteins on a genomic scale."
"151","Surface mapping of the ligand-filled C-terminal half of the porcine estradiol receptor by restricted proteolysis.","Thole, Maschler, Jungblut","1995","The ligand-filled 32-kDa fragment of the porcine estradiol receptor extending from His267 to the C-terminal Ile595 was purified to homogeneity by adsorption to mAb 13H2. The native protein was exposed at 4 degrees C to a panel of proteases: thermolysin, subtilisin, pronase, elastase, ficin, bromelain, endopeptidase Lys-C, both in the dimer and the monomer state, and chymotrypsin at pH 8.2 only. The digests were analysed by SDS/PAGE/Western blotting for Coomassie staining and immunostaining. Peptides were sequenced from blots. The majority of cleavage sites in upper domain E (8 out of 11) amassed in the Leu296-Leu310 stretch. Cleavage at Leu319 was seen with subtilisin and at Tyr328 with chymotrypsin. Susceptability to enzymic proteolysis was also pronounced in Thr465-Glu470 at the center of domain E. Three peptides, 13 kDa with thermolysin, beginning at Leu337, 6 kDa and, in low yield, 5 kDa with endopeptidase Lys-C beginning at Asp473 resp. Cys417 were only obtained from the monomer substrate. The various digests featured either 27-23-kDa peptides or mixtures of 17-13-kDa and 12-7-kDa peptides separable by SDS/PAGE. All peptides with N-termini between Leu297 and Ser329 reacted with mAb 13H2. The digests showed high peaks of bound estradiol in the dimer position of 32-kDa fragment controls on density gradient centrifugation at pH 7.4. However, the property of proton-driven dissociation was only preserved in the pronase, elastase and chymotrypsin digests with peptides extending beyond the His547-ArgLeuHis550 motif. The preservation of the estradiol-binding niche in the tightly complexed peptides of domain E was also demonstrated by refilling after steroid removal. The sites exposed to proteolytic enzymes and the epitope for 13H2 attachment are in good agreement with surface probability plots."
"152","A novel strategy to identify maternal and paternal inheritance in the mouse.","Römer, Jungblut, Reik, Otto, Klose","1995","A novel strategy for identifying proteins which reveal maternal or paternal inheritance in the mouse is presented. Using two-dimensional electrophoresis we investigated protein expression patterns of adult liver and different embryonic and extraembryonic tissue in C57BL/6Crl and in DBA/2Crl mice, as well as in their reciprocal hybrids. We found three groups of protein spots which showed maternal or paternal inheritance of quantitative variations. These proteins were characterized by N-terminal or internal amino acid sequencing, by determination of the amino acid composition, by glycoprotein staining and RNA expression analysis. The three proteins identified were: alpha-enolase, cyclophilin and beta-group hemoglobins. The parental effects observed for alpha-enolase and cyclophilin were found to be due to parent-specific post-translational modifications of these proteins. For the beta-group hemoglobins our results suggested parental effects on the transcriptional level."
"153","Characterization of myocardial protein composition in dilated cardiomyopathy by two-dimensional gel electrophoresis.","Knecht, Regitz-Zagrosek, Pleissner, Jungblut, Steffen, Hildebrandt, Fleck","1994","In order to identify alterations in the myocardial protein pattern that characterize dilated cardiomyopathy (DCM), we compared, by two-dimensional gel electrophoresis, right atrial protein patterns from five patients with DCM and four with normal left ventricular function (two gels per patient). Using computer assisted analysis (PDQUEST, 4.1) we found reproducible protein patterns in the 18 gels (23 x 30 cm, pH 4-9, molecular weight 10-150 kDa). In the two gels from the same patient, 91% of proteins were identical in their position in the pattern and the relative intensities of these protein species correlated with r = 0.85. Three hundred and two +/- 50 protein species were found in several gels, 186 in all 18 gels. Seven proteins in the DCM group were decreased in their relative intensity by > 100%, six were increased by > 100%. Significant quantitative differences between DCM and control patients were found for 25 protein species. Based on seven external marker proteins, a pH and molecular weight value could be calculated for each protein. So far, 30 protein species have been identified by antibodies, amino acid analysis or sequencing procedures. From the 25 proteins that are significantly different between DCM and controls, three have been identified. Expression of the mitochondrial creatine kinase and alpha cristallin B chain was significantly increased in DCM; the malate dehydrogenase family was also significantly decreased in DCM. Two-dimensional electrophoresis appears to be a powerful method for the detection of disease-associated alterations in the myocardial protein pattern."
"154","Alterations in the subcellular distribution of 17 beta-estradiol dehydrogenase in porcine endometrial cells over the course of the estrous cycle.","Husen, Adamski, Szendro, Jungblut","1994","The uteri of German landrace gilts slaughtered at different days of the cycle were processed for immunocytochemistry and biochemical analyses. Plasma was collected for hormone assays. The monoclonal antibody F1 against the structure-bound 17 beta-estradiol dehydrogenase of porcine endometrial epithelium was applied to rehydrated paraffin sections either as a direct, peroxidase-linked probe or in combination with a fluorescing secondary antibody. The oxidation of estradiol was measured in homogenates of tissue powdered in liquid nitrogen. Immunoreactivity was restricted to endometrial epithelium. In the glandular epithelium, faint dots of fluorescence became visible at day 4, which apparently coalesced to spherical structures of 2-4 microns diameter at the cell basis between days 11 through 17 before disappearing by day 18. A similar distribution was observed for the oxidation products of diaminobenzidine beginning with a faint uniform staining and followed by the appearance of intensely stained basal bodies persisting until day 17. Essentially the same time course was seen in the luminal epithelium but with a different distribution. Immunoreactive material amassed in the apical region of the cells, but the conspicuous aggregations were absent. Time course and intensities of the immunological responses are matched by the enzymatic activity measured in parallel. Both correlate with the plasma progesterone levels, suggesting an induction of the enzyme by the hormone. An involvement of the cytoskeleton in the sequence of subcellular distribution patterns is discussed."
"155","The C-terminal half of the porcine estradiol receptor contains no post-translational modification: determination of the primary structure.","Bökenkamp, Jungblut, Thole","1994","The C-terminal part of ligand filled porcine estradiol receptor extending from H267 to I595 was isolated by adsorption to the monoclonal antibody 13H2, subjected to cleavage by CNBr, o-iodosobenzoic acid and endopeptidase Lys-C as well as other proteases, both in the native and the denatured state. The overlapping peptides produced were separated by reverse phase HPLC and sequenced by Edman degradation, lacking T570-M581 in domain F. We found no evidence of post-translational modification; the native fragment is not glycosylated and the tyrosyl residues in domain E (aa 328, 331, 459, 526, 537) and F (aa 582, 583) are not phosphorylated. In addition, all serine and threonine PTH derivatives were obtained in normal yields. The amino acid sequence of the fragment corresponds in full with that derived from the cDNA. The complete cDNA-derived sequence codes for a polypeptide of 595 amino acids with a calculated mass of 66,357 Da. The high degree of homology between species in domains C and E is shared by the porcine receptor."
"156","Dilated cardiomyopathy: computer-assisted analysis of endomyocardial biopsy protein patterns by two-dimensional gel electrophoresis.","Knecht, Regitz-Zagrosek, Pleissner, Emig, Jungblut, Hildebrandt, Fleck","1994","In order to identify disease-associated alterations in the myocardial protein patterns in dilated cardiomyopathy, we used 2-dimensional gel electrophoresis to analyse the proteins of endomyocardial biopsies from patients and controls. Proteins (150 micrograms) from biopsies (1-3 mg wet weight) were first separated by isoelectric focusing, then applied to large 2-dimensional gels. A computer-assisted system (PDQUEST) was used for spot detection, quantification and comparison of 2-dimensional protein patterns. From a single endomyocardial biopsy about 1000 different protein species were resolved. The spot pattern was influenced by the concentration of protein during sample preparation, by the amount of protein loaded onto the gels and by the development time of silver staining. Variances of spot position in the first and second dimension and in the long diagonals were less than 5%. Coefficients of variance for the spot quantities in 8 gels were 16 +/- 8%. Contaminating blood proteins could be identified in the biopsy patterns. Computer-assisted comparison between cardiomyopathy (n = 5) and controls (n = 5) over the whole gel revealed that 55 protein spots were increased 100%, 27 protein spots decreased 100%. Four proteins showed significant quantitative differences between the cardiomyopathic hearts and controls. Fourteen proteins were identified by amino acid analysis or microsequencing. An isoelectric point and molecular mass grid was laid over the whole gel based on these identified protein species, resulting in approximate isoelectric point values and molecular masses for all other protein species. Thus, myocardial 2-dimensional protein patterns obtained from endomyocardial biopsies can be used for the characterization of cardiac diseases."
"157","Identification of tumor-associated protein variants during rat hepatocarcinogenesis. Aldose reductase.","Zeindl-Eberhart, Jungblut, Otto, Rabes","1994","Tumor-associated protein variants were detected by two-dimensional gel electrophoresis (2-DE) in soluble proteins from chemically induced rat hepatomas and transformed rat liver cell lines. Among them, a series of 8 protein variants was found localized at similar sites in 2-DE gels (33-35 kDa, with different pI values). We characterized four of them. In situ peptide mapping with limited proteolysis disclosed a significant relationship between these four individual protein spots. Their different position in 2-DE gels might be due to posttranslational modifications: one of the variants was phosphorylated, three others were modified by glycosylation. The most prominent tumor-associated protein variant of this series (spot 17) was further studied by amino acid analysis and internal amino acid microsequencing. It became evident that this variant is identical to aldose reductase (EC 1.1.1.21). This enzyme of the sorbitol pathway is expressed in the liver during embryogenesis, but is absent in adult rat liver. Our results suggest that it is reexpressed and functionally active during liver carcinogenesis."
"158","Molecular cloning and amino acid sequence of the porcine 17 beta-estradiol dehydrogenase.","Leenders, Adamski, Husen, Thole, Jungblut","1994","We describe the cloning and sequencing of porcine 17 beta-estradiol dehydrogenase. The enzyme performs oxidation 360-fold more efficiently than reduction, both measured under optimal conditions. It is localized in specialized vesicles of epithelial cells. The cDNA clones were isolated from a lambda UNI ZAP XR library of porcine kidney and polymerase-chain-reaction-amplified from templates of uterus epithelium. In both tissues, the same enzyme is coded by a transcript of 2.9 kb. It contains a 69-b 5'-noncoding region, an open reading frame of 2211 b and a 3'-noncoding region of 624 b. The open reading frame of 737 amino acids with a predicted molecular mass 79,973 Da was confirmed by amino acid sequencing of peptides. The 80-kDa translation product is processed to the N-terminal 32-kDa enzyme, part of which is then covalently linked to actin. The estradiol dehydrogenase/actin complex and the 80-kDa translation product comigrate in SDS/PAGE."
"159","Protein composition of the human heart: the construction of a myocardial two-dimensional electrophoresis database.","Jungblut, Otto, Zeindl-Eberhart, Plessner, Knecht, Regitz-Zagrosek, Fleck, Wittmann-Liebold","1994","Molecular changes occurring in myocardial diseases are not well understood. Proteins, as regulatory molecules, should play an important role in the etiology of these diseases. The method of two-dimensional electrophoresis (2-DE) allows the analysis of some thousand proteins with one experiment. An important prerequisite for this kind of investigation is the possibility of identifying the proteins separated by 2-DE. We resolve 3239 proteins of the human myocardium and tried to identify 33 proteins by amino acid analysis and microsequencing. Twenty proteins were identified by search for the protein-chemical data obtained in the Martinsried Institute Protein Sequence Database. Comparisons of 2-DE patterns of different size, which were obtained in different laboratories, were performed with the result that proteins identified on a 2-DE map of one laboratory can be assigned to spots of 2-DE maps produced by another laboratory. Our results show the usefulness of a myocardial 2-DE database; they can be used in different laboratories and make it possible to generate a collection of important human myocardial proteins in a 2-DE database for comparative studies worldwide."
"160","The ligand-binding site of the estradiol receptor resides in a non-covalent complex of two consecutive peptides of 17 and 7 kDa.","Thole, Jungblut","1994","A non-covalent complex of a 17 and a 7 kDa peptide was isolated from a Lys-C digest of the C-terminal 32 kDa half of the estradiol receptor by immunoadsorption. The 17 kDa part extends from K303 to K467, the 7 kDa part from S468 to K529 (or K531). The components are held together by hydrophobic interactions and can be separated by SDS/PAGE. They react on Western blots with MAB 13H2 (17 kDa) and MAB H222 (7 kDa), respectively. The native complex binds estradiol with high affinity and is recognized both by MAB 13H2 and H222, indicating that both peptides contribute to the ligand-binding niche."
"161","Expression of tumor-associated protein variants in chemically induced rat hepatomas and transformed rat liver cell lines determined by two-dimensional electrophoresis.","Zeindl-Eberhart, Jungblut, Rabes","1994","High resolution two-dimensional electrophoresis (2-DE), using the rat liver as a model, was applied to study hepatocarcinogenesis induced by different chemical carcinogens. Several tumor-associated protein variants were detected by 2-DE in chemically induced rat hepatomas and transformed rat liver cell lines compared to normal rat liver tissue. Proliferation-related protein changes and/or protein alterations due to culture conditions were corrected for by comparison with 2-DE patterns of isolated cells from regenerating liver and short-term cultivated liver cells. Some of the tumor-associated variants were further characterized: (i) By peptide mapping with limited proteolysis we detected clear relationships between several variants. (ii) By studying post-translational modifications phosphorylated and glycosylated variants could be determined. (iii) A tumor-associated protein variant was identified by amino acid analysis and amino acid sequencing."
"162","Characterization of estrone hydroxylase activities in porcine endometrial cells.","Adamski, Hohls, Jungblut","1994","The oxidation of estradiol to estrone in porcine endometrial cells is succeeded by hydroxylation at either 6 alpha- or 7 alpha-. The products are devoid of receptor affinity. Their formation is inhibited by cytochrome P450 blockers like ketoconazol but not by chloroquine and analogues. The hydroxylation at 6 alpha- proceeds with KM = 1.9 x 10(-7) M, that at 7 alpha- with KM = 3.6 x 10(-7) M. The respective values for the cytochrome P450-reductase cosubstrate NADPH are 1.7 x 10(-5) M and 1.9 x 10(-5) M. The kinetic parameters of the enzymes are compatible with a metabolic sequence: estradiol-->estrone--> 6 alpha/17 alpha-estrone."
"163","Linkage of 17 beta-oestradiol dehydrogenase to actin by epsilon-(gamma-glutamyl)-lysine in porcine endometrial cells.","Adamski, Husen, Thole, Groeschel-Stewart, Jungblut","1993","We report on the discovery of interactions of porcine endometrial 17 beta-oestradiol dehydrogenase with actin. The 17 beta-oestradiol dehydrogenase of porcine uteri is an essentially unidirectional enzyme compounded in specialized organelles. The enzyme activity in Brij 35 extracts of the particulate fraction of epithelial cells sedimenting between 1800 and 11,000 g(av). was collected by immunoadsorption and eluted at low pH. The eluate contained three proteins of 32, 45 and 80 kDa as shown by SDS/PAGE and silver staining. They were identified by amino acid sequencing and immunotyping as oestradiol dehydrogenase (32 kDa), actin (45 kDa) and a covalent dehydrogenase-actin complex (80 kDa). Disulphides, aldimines, periodate-degradable bonds and hydrophobic interactions were excluded as linkages in the 80 kDa protein. The epsilon-(gamma-glutamyl)-lysine nature of the covalent cross-link was recognized by narrow-bore h.p.l.c. analysis of enzymic digests of electro-eluted 80 kDa material. An involvement of the actin anchor in positioning of the oestradiol dehydrogenase-containing organelles according to metabolic requirements is discussed."
"164","Classification of mouse liver proteins by immobilized metal affinity chromatography and two-dimensional electrophoresis.","Jungblut, Baumeister, Klose","1993","Mouse liver proteins were classified into metal-binding and non-binding proteins by combining immobilized metal ion affinity chromatography (IMAC) and two-dimensional electrophoresis (2-DE). The proteins were fractionated by three metal ions, Zn2+, Ni2+ and Cu2+, immobilized on iminodiacetic acid and then separated by 2-DE. The total number of protein spots resolved by 2-DE increased approximately twofold when the proteins were prefractionated by IMAC. By establishing 2-DE standard patterns, 371 proteins were selected and then characterized according to their specificity in binding the three different metal ions. Only 48 proteins did not bind to any of the three metal ions investigated. Cu2+ was the most efficient ion in binding different proteins (310) compared to the other metals. Cu2+ bound to 42 proteins specifically and to 268 proteins unspecifically. Both Zn2+ and Ni2+ showed specific affinity only to four proteins."
"165","The 17 beta-oestradiol dehydrogenase of pig endometrial cells is localized in specialized vesicles.","Adamski, Husen, Marks, Jungblut","1993","Two monoclonal antibodies against the 17 beta-oestradiol dehydrogenase of pig endometrial cells have been used in localization studies with immunogold electron microscopy. The antibodies attach both to a fraction of dehydrogenase-rich cytoplasmic vesicles isolated from homogenates and to vesicles of similar appearance in cells. The vesicles are filled with electron-dense material. Their tagging intensity indicates a high degree of specialization. Endometrial cells from mature animals contain a host of dehydrogenase vesicles, and cells from prepubertal animals only a few. Functional aspects of the novel organelle are discussed."
"166","The membrane-bound 17β-estradiol dehydrogenase of porcine endometrial cells: purification, characterization and subcellular localization.","Adamski, Husen, Marks, Jungblut","1992","The membrane-bound 17β-estradiol dehydrogenase of porcine endometrial cells was purified to homogeneity as judged by SDS-PAGE and silver staining of a single 32 kD band. A second, more hydrophobic product of the purification protocol contained additional bands at 45 and 80 kD. The 17β-estradiol dehydrogenase activities of both products exceeded those for 17-one reduction by more than 260-fold. Activities of 3α-, 3β- and 20α-dehydrogenases were absent in either fraction. Polyclonal and monoclonal antibodies raised against the 32 kD protein and the more hydrophobic product precipitated the enzymatic activity and reacted with the 32 and 80 kD bands, but not with the 45 kD band in Western blots. The subcellular localization of the enzyme was studied in sections of intact cells and of isolated organelles using gold sol coated with F(ab')₂ fragments of monoclonal antibody F1. Gold particles were found exclusively over cytoplasmic vesicles of 120-150 nm diameter with electron-dense contents."
"167","Identification of tissue proteins by amino acid analysis after purification by two-dimensional electrophoresis.","Jungblut, Dzionara, Klose, Wittmann-Leibold","1992","Mouse brain proteins were separated by two-dimensional electrophoresis (2-DE). The proteins of a section of the 2-DE pattern were blotted onto hydrophobic membranes and 43 of them were excised and hydrolyzed by liquid-phase hydrolysis. The amino acid composition of these proteins was determined by orthophthaldialdehyde precolumn derivatization and compared with the compositions of known proteins stored in the NBRF sequence database. An identification program named ASA was developed for this purpose. The ASA program includes correction and weighting factors, data reduction by molecular weight windows, and exclusion or inclusion of certain organisms as desired. As a control, eight test proteins and five well-known proteins from mouse brain, all separated by 2-DE, were correctly identified by the program. Out of the 43 brain proteins selected, 19 were identified with high confidence."
"168","Purification and properties of oestradiol 17 beta-dehydrogenase extracted from cytoplasmic vesicles of porcine endometrial cells.","Adamski, Husen, Marks, Jungblut","1992","Porcine endometrial oestradiol-17 beta dehydrogenase was solubilized from the particulate fraction of homogenates sedimenting between 1200 g and 10,000 g by treatment with 0.4% Brij 35 in neutral buffers. The extracts were processed by successive passage through DEAE-Sepharose, Amberlyte XAD-2 and Blue-Sepharose, and the enzyme was collected from the washed affinity matrix at 0.8 M of a 0-2 M-KCl gradient. A genuine oestrone reductase was eluted at 1.9 M-KCl. The dehydrogenase pool was resolved by butyl-Sepharose chromatography into a major (80%) peak (EDHM) eluted at 0.8 M-(NH4)2SO4 and a very hydrophobic fraction (VHF) recovered at 0.1 M. EDHM was further purified by filtration through Sephadex G-200 and cation-exchange chromatography on Mono S. Sephacryl 300 was used for VHF followed by Mono S. Enrichments from the homogenate amounted to 1074-fold for EDHM and 632-fold for VHF. A single silver-stained band at 32 kDa is seen on SDS/PAGE of EDHM, and VHF contains additional bands at 45 and 80 kDa. Polyclonal antibodies (G436) raised against EDHM and the monoclonal antibody F1 raised against VHF recognize the single 32 kDa band in EDHM and both the 32 kDa and 80 kDa bands in composite VHF. The 45 kDa band of VHF reacts with neither. Monoclonal antibody W1 raised against EDHM only recognizes the 32 kDa peptide of EDHM and VHF. The specific activity for oestradiol oxidation amounts to 4081 mu-units/mg for EDHM and to 2402 mu-units/mg for VHF. Both possess a minimal (1/260) endogenous reductase activity and are devoid of 3 beta, 3 alpha- and 20 alpha-dehydrogenases. We consider EDHM to be authentic oestradiol-17 beta dehydrogenase of porcine endometrium. The composite VHF could reflect the situation of the enzyme in vivo or result from aggregations occurring during processing."
"169","Nuclear substrates of protein kinase C.","Beckmann, Buchner, Jungblut, Eckerskorn, Weise, Hilbert, Hucho","1992","Starting from the finding that, for neuronal cells, the nuclear-membrane-associated protein kinase C (PKC) is the so-called 'membrane inserted', constitutively active form, we attempted to identify substrates of this nuclear PKC. For this purpose, nuclear membranes and other subcellular fractions were prepared from bovine brain, and in-vitro phosphorylation was performed. Several nuclear membrane proteins were found, the phosphorylation of which was inhibited by specific PKC inhibitors and effectively catalyzed by added PKC. Combining the methods of two-dimensional gel electrophoresis, in-situ digestion, reverse-phase HPLC and microsequencing, two of these nuclear PKC substrates were identified; the known PKC substrate Lamin B2, which serves as a control of the approach and the nucleolar protein B23. Our data suggest, that, for B23, Ser225 is a site of phosphorylation by PKC."
"170","Identification of human myocard proteins separated by two-dimensional electrophoresis.","Jungblut, Otto, Regitz, Fleck, Wittmann-Liebold","1992","N-Terminal sequencing, internal sequencing and amino acid analysis were used to identify twelve proteins of the human myocard two-dimensional gel electrophoresis (2-DE) pattern. Amino acid analysis was shown to be a powerful tool in addition to sequencing. The identification of a disease-associated N-terminally blocked protein by internal sequencing was not successful. The twelve identified proteins are the basis of a human myocard 2-DE database."
"171","Estradiol-promoted accumulation of receptor in nuclei of porcine endometrium cells. Immunogold electron microscopy of resting and estradiol-stimulated cells.","Sierralta, Jakob, Thole, Engel, Jungblut","1992","Endometrium was collected by curettage from castrated pigs, either untreated or exposed to estradiol in vivo by intrauterine injection, and processed for electron microscopy. The resin LR Gold was used for embedding, and sections were floated on droplets of 10 nm diameter gold particles, coated with the immunoglobulin-G1 (IgG1) fraction or its Fab2 fragment of a monospecific polyclonal antiserum raised in goats against the C-terminal half of the estradiol receptor. On average, only one gold particle per microns 2 became attached in the cytoplasmic area of untreated cells, whereas four were found over the nuclear area. These figures rose to 2-3/microns 2 and 15-26/microns 2, respectively, within 10 min after exposure to estradiol. The labeling intensities of nuclei in cell clusters and of coprocessed nuclei released from cells ruptured during curettage were identical in all situations. Nuclear pores were frequently tagged after estradiol treatment. The proportions of tagging densities in nuclei of untreated and estradiol-exposed cells corresponded to those of receptor contents measured in extracts of isolated nuclei by ligand binding. This correlation was not seen for the cytoplasmic compartment of untreated cells, the scarce tagging of which is interpreted by hidden antigenic determinants. Our morphological analyses support the conclusions drawn from biochemical data (Sierralta et al., 1992) of an estradiol-promoted translocation of receptor from the cytoplasm into the nucleus."
"172","Estradiol-promoted accumulation of receptor in nuclei of porcine endometrium cells. Comparison of the retention of receptor in nuclei during subcellular fractionation of untreated and hormone-treated cells.","Sierralta, Bortsch, Gaues, Szendro, Jungblut","1992","Nuclei were isolated from porcine endometrium of castrated pigs either unexposed or exposed to estradiol in vivo by two techniques, one of which included a hypotonic step. Aliquots were analyzed for estradiol content. Receptor was extracted from buffered, Surfynol-stabilized suspensions by either (a) KCl alone, (b) in combination with dithiothreitol, or (c) by dithiothreitol with polypentosanesulfate and addition of KCl. The yields rose from a-->c. The same proportional gains with increasing extractant efficacies were obtained from nuclei of unstimulated and estradiol-treated cells. Receptor recovery with extractant ""c"" rose linearly over the range of 9-80 x 10(6) nuclei/mL and was independent of the technique used for isolation. Nuclear fractions isolated using steroid-free solutions contained more estrogen receptor than estradiol; the numerical excess in control nuclei persisted in the nuclei of stimulated cells featuring a stoichiometric rise of ligand and receptor contents. The increase of receptor contents in nuclei isolated from hormone-stimulated cells coincided with a decline in the cytoplasmic fractions. An excess of hormone over receptor was seen only when nuclei were isolated from untreated cells with media containing 10 nM estradiol. Our data strengthen earlier notions of an estradiol-promoted receptor translocation into the nucleus and are not compatible with the ligand-filling hypothesis of preexisting nuclear binding sites."
"173","The proton-driven dissociation of oestradiol-receptor dimers as a preparative tool. Isolation of a 32 kDa fragment from porcine uteri and assignment of C-terminal origin by partial sequencing.","Thole, Jungblut, Jakob","1991","Homodimers of the porcine oestradiol receptor dissociated at pH 6.4. The monomers reassociate after neutralization. This property is retained in a 32 kDa receptor fragment generated by co-adsorbed endopeptidases from cytosolic receptor bound to heparin-Sepharose. The fragment was purified by successive gel filtrations in the dimer and monomer states. Precipitations with ethanol and (NH4)2SO4 respectively served as concentrating steps. In all, 10-15 nmol of the homogeneous fragment were recovered from 8 kg batches of porcine uteri with a approximately 10(5)-fold enrichment and in approximately 20% yields. Its oestradiol-binding capacity was identical with that of the intact receptor. The N-terminus was blocked. Two decapeptides from a tryptic digest were sequenced. One of them corresponded to amino acids 353-362 of the human receptor, a sequence fully conserved in all species investigated. The second peptide differed in positions 553, 554 and 557 from the 549-558 sequence of the human protein."
"174","[Transcervical injection into the uterine lumen of castrated swine as a cell and organ biological research design. The Mariensee model].","Jungblut, Sierralta, Henning, Kallweit","1991","The technique and the equipment necessary for the transcervical intrauterine injection in trained, ovariectomized pigs is detailed. Experimental groups of 14-16 week-old animals are recruited from German landrace litters with large numbers (4-9) of females. A silastic tubing containing a crystalline suspension of estradiol in propylene glycol is subcutaneously implanted behind the right ear. Ovariectomy and the detachment of the left uterine horn from the cervix are performed 7-10 days later. The animals are then kept for 6-7 weeks in ventilated stables, heated to 20 degrees C in wintertime, with 12 hr light dark cycle, free access to water and semi-ad libitum supplies of pelleted standard feed. The silastic implant gives rise to plasma levels of 8-12 pg estradiol/ml and still contains crystalline sediments when removed before the experiment. The manipulations for the transcervical, intrauterine instillation of solutions, imitating the reproductive action of the boar, are practiced daily for at least one week. The animals learn quickly to enter a restraining box, which is facilitated by the simultaneous offering of pellets drenched with root beer. The intrauterine injections proceed thereafter without any signs of stress from the animals. Stress is also avoided during slaughter by unexpected electric stunning on leaving the box, followed by exsanguination. Uteri are quickly excised and chilled in crushed ice until processed. One to two grams of endometrium cells can be harvested by curettage from each, treated and untreated (detached) horn. The Mariensee model allows for defined kinetic analyses of treated cells and provides nontreated controls from the same animal. It combines the advantages of in-vivo and in-vitro experiments."
"175","Blotting efficiency investigated by using two-dimensional electrophoresis, hydrophobic membranes and proteins from different sources.","Jungblut, Eckerskorn, Lottspeich, Klose","1990","Purification and chemical characterization of proteins may be achieved by combining two-dimensional electrophoresis (2-DE) and microsequencing or amino acid analysis. To enable this combination, the protein has to be transferred as completely as possible from the gel into the sequencer. In this study hydrophobic membranes were used as support for the transfer and proteins were transferred from the gels onto the membranes by semidry blotting. Blotting conditions were optimized to obtain high blotting efficiencies for as many proteins of a complex 2-DE pattern as possible. Under optimized conditions, blotting efficiencies between 60% and 100% were obtained for five marker proteins; the mean values from four regions of a 2-DE pattern from 29 unknown proteins of a complex protein mixture from mouse brain were between 60% and 79%. The four commercially available hydrophobic membranes that were compared showed only slight differences in protein amount on the membranes after blotting for whole protein patterns, whereas single proteins occurred with higher amounts on either one or the other membrane. The results of the blotting optimization allowed us to suggest a blotting mechanism with which systematic improvement of the blotting conditions is possible for problematic proteins."
"176","Analysis by high-resolution two-dimensional electrophoresis of differentiation-dependent alterations in cytosolic protein pattern of HL-60 leukemic cells.","Jungblut, Seifert","1990","HL-60 leukemic cells were differentiated along the neutrophilic pathway with retinoic acid (RA) or along the monocytic pathway with 1,25-dihydroxyvitamin D3 (1,25(OH)2D3). Using a high-resolution two-dimensional electrophoresis technique and subsequent silver staining, differentiation-dependent changes in cytosolic protein pattern of HL-60 cells were analysed and were compared with the cytosolic protein pattern of human neutrophils. The amount of 64 and 50 out of a total of 632 proteins studied was increased or decreased in RA- and 1,25(OH)2D3-differentiated HL-60 cells, respectively, in comparison to undifferentiated HL-60 cells. Thirty-three of these proteins were similarly altered in RA- and 1,25(OH)2D3-differentiated HL-60 cells. Twenty-two and 25 of the proteins altered in amount in RA- or 1,25(OH)2D3-differentiated HL-60 cells versus undifferentiated HL-60 cells were similarly altered in human neutrophils in comparison to undifferentiated HL-60 cells. Seven and 10 of the proteins altered in amount in RA- or 1,25(OH)2D3-differentiated HL-60 cells had specific equivalents in neutrophil cytosol. Our results show (i) that neutrophilic and monocytic differentiation is associated with decreases and increases in amount of cytosolic proteins; (ii) that both differentiation processes share a common set of alterations; and (iii) are associated with specific alterations in protein amount."
